run_id,target_dataset_namespace,target_dataset_name,target_column,source_dataset_namespace,source_dataset_name,source_column,transformation_type,transformation_subtype,description
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-VALOR-AJUSTADO,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-FATOR-AJUSTE,compute,calculo_derivado,Adjusted value computed from intermediate value and complementary factor
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-PERC-LIMITE,mainframe://dataset,&&TMPDB201,P1-TOTAL-GERAL,compute,calculo_derivado,Percentage of limit computed from total and complementary limit
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-PERC-LIMITE,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-LIMITE-CRED,compute,calculo_derivado,Percentage of limit computed from total and complementary limit
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-CANAL-DESTINO,mainframe://dataset,&&TMPDB201,P1-CANAL-GRUPO,conditional,derivacao_condicional,Destination channel depends on intermediate channel group and complementary channel
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-CANAL-DESTINO,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-CANAL-REF,conditional,derivacao_condicional,Destination channel depends on intermediate channel group and complementary channel
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-FLAG-CROSS,mainframe://dataset,&&TMPDB201,P1-TOTAL-GERAL,conditional,constante_condicional,Cross flag depends on total versus credit limit
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-FLAG-CROSS,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-LIMITE-CRED,conditional,constante_condicional,Cross flag depends on total versus credit limit
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-PRIORIDADE,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-TIPO-CLIENTE,conditional,constante_condicional,Priority depends on complementary profile and alert flag
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-PRIORIDADE,mainframe://dataset,&&TMPDB201,P1-ALERTA,conditional,constante_condicional,Priority depends on complementary profile and alert flag
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-PRIORIDADE,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-FLAG-BLOQUEIO,conditional,constante_condicional,Priority depends on complementary profile and alert flag
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-DECISAO,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-TIPO-CLIENTE,conditional,constante_condicional,Decision depends on complementary profile and alert flag
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-DECISAO,mainframe://dataset,&&TMPDB201,P1-ALERTA,conditional,constante_condicional,Decision depends on complementary profile and alert flag
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-DECISAO,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-FLAG-BLOQUEIO,conditional,constante_condicional,Decision depends on complementary profile and alert flag
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-CATEGORIA-FINAL,mainframe://dataset,&&TMPDB201,P1-CATEGORIA,conditional,derivacao_condicional,Final category depends on profile branch plus intermediate category
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-CATEGORIA-FINAL,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-TIPO-CLIENTE,conditional,derivacao_condicional,Final category depends on profile branch plus intermediate category
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-CATEGORIA-FINAL,mainframe://dataset,&&TMPDB201,P1-ALERTA,conditional,derivacao_condicional,Final category depends on profile branch plus intermediate category
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-CATEGORIA-FINAL,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-FLAG-BLOQUEIO,conditional,derivacao_condicional,Final category depends on profile branch plus intermediate category
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-MSG-FINAL,mainframe://dataset,&&TMPDB201,P1-CHAVE,conditional,constante_condicional,Final message depends on cross-file match
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-MSG-FINAL,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-CHAVE,conditional,constante_condicional,Final message depends on cross-file match
RUN-JCLDB002-STEP020,mainframe://dataset,APP.ARQ.SAIDA.CBLDB002,P2-DATA-REF,mainframe://dataset,APP.INPUT3.COMPLEMENTO,IN3-DATA-REF,conditional,derivacao_condicional,Reference date depends on complementary match
